"id","book_id","word_id","index_no","definition","created_at","updated_at"
86,1,86,86,"似ている、酷似した、同様の","2023-09-09 07:15:46","2024-06-23 13:09:43"
87,1,87,87,"最近の","2023-09-09 07:15:46","2024-06-23 13:11:00"
88,1,88,88,"主要な、大きい(ほうの)、長調の","2023-09-09 07:15:46","2024-06-23 13:12:03"
89,1,89,89,"忍耐強い、勤勉な","2023-09-09 07:15:46","2024-06-23 13:12:57"
90,1,90,90,"特定の、特別の、 (〜について)やかましい(about)","2023-09-09 07:15:46","2024-06-23 13:15:37"
91,1,91,91,"身体の(⇔mental)、物質的な、物理学の","2023-09-09 07:15:46","2024-06-23 13:16:41"
92,1,92,92,"様々な、いくつかの","2023-09-09 07:15:46","2024-06-23 13:17:36"
93,1,93,93,"手に入る、利用できる、手が空いている","2023-09-09 07:15:46","2024-06-23 13:19:02"
94,1,94,94,"出生地の、原産の、生得の、土着の","2023-09-09 07:15:46","2024-06-23 13:20:08"
95,1,95,95,"政治(上)の","2023-09-09 07:15:46","2024-06-23 13:21:16"
96,1,96,96,"予定された、、(支払)期日で、しかるべき","2023-09-09 07:15:46","2024-06-23 13:22:24"
97,1,97,97,"空白の、無表情な、がらんとした","2023-09-09 07:15:46","2024-06-23 13:23:30"
98,1,98,98,"古代の、昔からの","2023-09-09 07:15:46","2024-06-23 13:24:39"
99,1,99,99,"正しい、適切な","2023-09-09 07:15:46","2024-06-23 13:25:49"
100,1,100,100,"〜にもかかわらず(≒in spite of)","2023-09-09 07:15:46","2024-06-23 13:27:10"
101,1,101,101,"に気付く","2023-09-09 07:15:46","2024-06-24 05:50:09"
102,1,102,102,"言及する、関連する、参照する","2023-09-09 07:15:46","2024-06-24 05:51:06"
103,1,103,103,"に近づく、に取り組む","2023-09-09 07:15:46","2024-06-24 05:52:07"
104,1,104,104,"かなと思う、(に)驚く(at)","2023-09-09 07:15:46","2024-06-24 05:53:27"
105,1,105,105,"(を)想像する、(を)推測する","2023-09-09 07:15:46","2024-06-24 05:54:22"
106,1,106,106,"〜と分かる、〜を認める、を識別できる","2023-09-09 07:15:46","2024-06-24 05:55:33"
107,1,107,107,"を解く、解明する、(困難など)を解決す","2023-09-09 07:15:46","2024-06-24 05:56:39"
108,1,108,108,"起こる、心に浮かぶ、現れる","2023-09-09 07:15:46","2024-06-24 05:57:59"
109,1,109,109,"と主張する(≒claim, maintain)、議論する","2023-09-09 07:15:46","2024-06-24 05:58:59"
110,1,110,110,"を主張する、を(自分のものとして)要求する","2023-09-09 07:15:46","2024-06-24 06:00:17"
111,1,111,111,"を表す、述べる","2023-09-09 07:15:46","2024-06-24 06:01:33"
112,1,112,112,"を引き出す、を引く、を描く、近づく","2023-09-09 07:15:46","2024-06-24 06:02:31"
113,1,113,113,"を浪費する、無駄にする","2023-09-09 07:15:46","2024-06-24 06:03:45"
114,1,114,114,"進歩する、〜を進歩させる、を進める、進む、(名)進歩","2023-09-09 07:15:46","2024-06-24 06:05:01"
115,1,115,115,"を広める、広がる","2023-09-09 07:15:46","2024-06-24 06:05:58"
116,1,116,116,"を準備する、を調理する、(〜のために)準備をする(for)","2023-09-09 07:15:46","2024-06-24 06:06:58"
117,1,117,117,"を獲得する、(を)増す","2023-09-09 07:15:46","2024-06-24 06:08:00"
118,1,118,118,"を達成する、を成し遂げる","2023-09-09 07:15:46","2024-06-24 06:09:02"
119,1,119,119,"を確立する、を設立する","2023-09-09 07:15:46","2024-06-24 06:10:27"
120,1,120,120,"〜を供給する","2023-09-09 07:15:46","2024-06-24 06:11:59"
121,1,121,121,"と思う、と仮定する","2023-09-09 07:15:46","2024-06-24 06:13:19"
122,1,122,122,"(を)行う、(を)演じる、(を)演奏する","2023-09-09 07:15:46","2024-06-24 06:29:01"
123,1,123,123,"〜のほうを好む","2023-09-09 07:15:46","2024-06-24 06:29:59"
124,1,124,124,"を決定する、を正確に知る","2023-09-09 07:15:46","2024-06-24 06:31:01"
125,1,125,125,"を扱う、を治療する","2023-09-09 07:15:46","2024-06-24 06:31:53"
126,1,126,126,"を証明する、判明する、わかる","2023-09-09 07:15:46","2024-06-24 06:32:57"
127,1,127,127,"を適用[応用]する、申し込む、(…に)適用される(to / in)","2023-09-09 07:15:46","2024-06-24 06:34:08"
128,1,128,128,"に言及する、と言う","2023-09-09 07:15:46","2024-06-24 06:35:24"
129,1,129,129,"(〜と)情報交換する(with)、を伝達する","2023-09-09 07:15:46","2024-06-24 06:36:34"
130,1,130,130,"を含む、の収容能力がある、(感情など)を抑える","2023-09-09 07:15:46","2024-06-24 06:37:48"
131,1,131,131,"と連絡を取る、接触する","2023-09-09 07:15:46","2024-06-24 06:38:30"
132,1,132,132,"を見なす、を見る、を評価する","2023-09-09 07:15:46","2024-06-24 06:39:26"
133,1,133,133,"を尊敬する、を尊重する","2023-09-09 07:15:46","2024-06-24 06:40:24"
134,1,134,134,"捜す、を捜索する、を詳しく調べる","2023-09-09 07:15:46","2024-06-24 06:41:14"
135,1,135,135,"をつなぐ、を関連付ける","2023-09-09 07:15:46","2024-06-24 06:42:13"
136,1,136,136,"減少する、衰退する、を断る","2023-09-09 07:15:46","2024-06-24 06:43:28"
137,1,137,137,"を妨げる、を防ぐ","2023-09-09 07:15:46","2024-06-24 06:44:29"
138,1,138,138,"苦しむ、患う、(苦痛など)を経験する","2023-09-09 07:15:46","2024-06-24 06:45:20"
139,1,139,139,"を切り抜けて生き残る、より長生きする、生き延びる","2023-09-09 07:15:46","2024-06-24 06:46:03"
140,1,140,140,"を出版する、を公表する","2023-09-09 07:15:46","2024-06-24 06:46:58"
141,1,141,141,"機会(≒chance)","2023-09-09 07:15:46","2024-06-24 06:47:58"
142,1,142,142,"(課された)仕事、作業、課題、タスク","2023-09-09 07:15:46","2024-06-24 06:48:57"
143,1,143,143,"産業、工業、勤勉(≒diligence)","2023-09-09 07:15:46","2024-06-24 06:50:12"
144,1,144,144,"(情報伝達の)媒体、手段","2023-09-09 07:15:46","2024-06-24 06:51:37"
145,1,145,145,"経済(状態)、経済圏、節約","2023-09-09 07:15:46","2024-06-24 06:52:30"
146,1,146,146,"政策、方針、(個人の)主義","2023-09-09 07:15:46","2024-06-24 06:53:51"
147,1,147,147,"説明、勘定、口座","2023-09-09 07:15:46","2024-06-24 06:55:00"
148,1,148,148,"貿易、商売、取引","2023-09-09 07:15:46","2024-06-24 06:56:31"
149,1,149,149,"模範、モデル、模型、型","2023-09-09 07:15:46","2024-06-24 06:57:39"
150,1,150,150,"数字、姿、人物、図表","2023-09-09 07:15:46","2024-06-24 06:58:38"
151,1,151,151,"細胞、独房、電池","2023-09-09 07:15:46","2024-06-24 06:59:48"
152,1,152,152,"印象、イメージ、画像、像","2023-09-09 07:15:46","2024-06-24 14:13:26"
153,1,153,153,"感情、情動、感動","2023-09-09 07:15:46","2024-06-24 14:14:28"
154,1,154,154,"ストレス、圧力、強調","2023-09-09 07:15:46","2024-06-24 14:15:19"
155,1,155,155,"10年間","2023-09-09 07:15:46","2024-06-24 14:16:29"
156,1,156,156,"範囲、射程距離、(同類の)組","2023-09-09 07:15:46","2024-06-24 14:17:27"
157,1,157,157,"性格、個性、特徴、登場人物、文字","2023-09-09 07:15:46","2024-06-24 14:18:26"
158,1,158,158,"利点、優勢、有利","2023-09-09 07:15:46","2024-06-24 14:19:54"
159,1,159,159,"句、成句、言葉遣い","2023-09-09 07:15:46","2024-06-24 14:21:52"
160,1,160,160,"損害、損傷、❲~s❳損害賠償金","2023-09-09 07:15:46","2024-06-24 14:22:43"
161,1,161,161,"影響、(激しい)衝突、衝撃(力)","2023-09-09 07:15:46","2024-06-24 14:23:55"
162,1,162,162,"方法、体系、秩序","2023-09-09 07:15:46","2024-06-24 14:24:48"
163,1,163,163,"❲通例~s❳資源、❲通例~s❳資金、才覚","2023-09-09 07:15:46","2024-06-24 14:25:49"
164,1,164,164,"地域、領域、部位","2023-09-09 07:15:46","2024-06-24 14:26:34"
165,1,165,165,"薬、医学","2023-09-09 07:15:46","2024-06-24 14:27:44"
166,1,166,166,"❲~s❳詳細(な情報)、細部","2023-09-09 07:15:46","2024-06-24 14:29:02"
167,1,167,167,"特徴、❲通例~s❳顔つき、特集記事[番組]","2023-09-09 07:15:46","2024-06-24 14:30:05"
168,1,168,168,"機能、関数","2023-09-09 07:15:46","2024-06-24 14:31:29"
169,1,169,169,"利用、入手、接近(の機会・方法・権利)","2023-09-09 07:15:46","2024-06-24 14:32:24"
170,1,170,170,"品目、項目、(同種の中の)〜個、(短い)記事","2023-09-09 07:15:46","2024-06-24 14:33:23"
171,1,171,171,"収入、所得","2023-09-09 07:15:46","2024-06-24 14:34:27"
172,1,172,172,"態度、考え方、心構え","2023-09-09 07:15:46","2024-06-24 14:35:23"
173,1,173,173,"用地、場所、跡地、(ウェブ)サイト","2023-09-09 07:15:46","2024-06-24 14:36:22"
174,1,174,174,"(物事の)側面、観点、様相","2023-09-09 07:15:46","2024-06-24 14:37:32"
175,1,175,175,"構造、体系、構造物","2023-09-09 07:15:46","2024-06-24 14:38:36"
176,1,176,176,"習慣、癖","2023-09-09 07:15:46","2024-06-24 14:40:38"
177,1,177,177,"関連、繋がり、(2地点を結ぶ)交通手段","2023-09-09 07:15:46","2024-06-24 14:41:56"
178,1,178,178,"(具体的な)例、実例、(特定の)場合","2023-09-09 07:15:46","2024-06-24 14:43:12"
179,1,179,179,"肯定的な、積極的な、確信して、(検査結果が)陽性の","2023-09-09 07:15:46","2024-06-24 14:44:09"
180,1,180,180,"否定的な、積極的な、(検査結果が)陰性の","2023-09-09 07:15:46","2024-06-24 14:45:09"
181,1,181,181,"複雑な、複合(体)の","2023-09-09 07:15:46","2024-06-24 14:46:04"
182,1,182,182,"現在の、現代の、通用している","2023-09-09 07:15:46","2024-06-24 14:48:28"
183,1,183,183,"精神の、知能の、頭の中で行う","2023-09-09 07:15:46","2024-06-24 14:49:25"
184,1,184,184,"特定の明確な、具体的な、(…に)特有の(to)","2023-09-09 07:15:46","2024-06-24 14:50:09"
185,1,185,185,"重要な、重大な、意義深い","2023-09-09 07:15:46","2024-06-24 14:51:15"
186,1,186,186,"(…に)必要不可欠な(to / for)、本質的な","2023-09-09 07:15:46","2024-06-24 14:52:05"
187,1,187,187,"公用の、公式の、役所の","2023-09-09 07:15:46","2024-06-24 14:52:45"
188,1,188,188,"財政(上)の、財界の","2023-09-09 07:15:46","2024-06-24 14:53:34"
189,1,189,189,"学問の、大学の","2023-09-09 07:15:46","2024-06-24 14:55:03"
190,1,190,190,"気付いて、知って","2023-09-09 07:15:46","2024-06-24 14:56:15"
191,1,191,191,"〜の価値がある、(…する)に値する(doing)、(名)価値","2023-09-09 07:15:46","2024-06-24 14:57:47"
192,1,192,192,"潜在的な、可能性を秘めた","2023-09-09 07:15:46","2024-06-24 14:58:24"
193,1,193,193,"積極的な、活動的な、効力のある","2023-09-09 07:15:46","2024-06-24 15:00:58"
194,1,194,194,"デジタル方式の、デジタル[数字]表示の","2023-09-09 07:15:46","2024-06-24 15:02:05"
195,1,195,195,"可動[移動]式の、流動性のある","2023-09-09 07:15:46","2024-06-24 15:03:58"
196,1,196,196,"斬新な、目新しい","2023-09-09 07:15:46","2024-06-24 15:04:55"
197,1,197,197,"柔軟な、プラスチックの、ビニールの","2023-09-09 07:15:46","2024-06-24 15:06:12"
198,1,198,198,"化学の、化学的な","2023-09-09 07:15:46","2024-06-24 15:06:55"
199,1,199,199,"必要な(≒essential)","2023-09-09 07:15:46","2024-06-24 15:08:01"
200,1,200,200,"結局(は)","2023-09-09 07:15:46","2024-06-24 15:09:24"
201,1,201,201,"を特定する、を(…と)同一視する(with)","2023-09-09 07:15:46","2024-06-26 13:58:27"
202,1,202,202,"を表す、を代表する、に相当する","2023-09-09 07:15:46","2024-06-26 13:59:17"
203,1,203,203,"を指し示す、を述べる","2023-09-09 07:15:46","2024-06-26 14:00:23"
204,1,204,204,"をどうにか成し遂げる、を管理する","2023-09-09 07:15:46","2024-06-26 14:01:26"
205,1,205,205,"に出席する、(を)世話をする、(…に)対処[対応]する(to)","2023-09-09 07:15:46","2024-06-26 14:02:34"
206,1,206,206,"を維持する、と主張する、を養う","2023-09-09 07:15:46","2024-06-26 14:06:28"
207,1,207,207,"を調査する、をじろじろ見る、を概観する","2023-09-09 07:15:46","2024-06-26 14:08:39"
208,1,208,208,"に取って代わる、を取り替える","2023-09-09 07:15:46","2024-06-26 14:17:35"
209,1,209,209,"を(〜に)分類する(into)、を(〜から)えり分ける(from)","2023-09-09 07:15:46","2024-06-26 14:18:38"
210,1,210,210,"(調査・実験など)を実施する、を導く","2023-09-09 07:15:46","2024-06-26 14:20:09"
211,1,211,211,"を結びつけて考える、(〜と)交際する(with)","2023-09-09 07:15:46","2024-06-26 14:21:22"
212,1,212,212,"を試みる、企てる","2023-09-09 07:15:46","2024-06-26 14:22:56"
213,1,213,213,"を促進する、(通常受身形で)昇進する","2023-09-09 07:15:46","2024-06-26 14:24:20"
214,1,214,214,"を稼ぐ、を得る、をもたらす","2023-09-09 07:15:46","2024-06-26 14:25:24"
215,1,215,215,"を団結させる、(を)結合する、団結する","2023-09-09 07:15:46","2024-06-26 14:36:27"
216,1,216,216,"に食べ物[乳]を与える、に(〜を)供給[補給]する(with)、餌を食べる","2023-09-09 07:15:46","2024-06-26 14:37:46"
217,1,217,217,"を追い求める、(助けなど)を要請する","2023-09-09 07:15:46","2024-06-26 14:39:03"
218,1,218,218,"を観察する、に気づく、を遵守する","2023-09-09 07:15:46","2024-06-26 14:40:12"
219,1,219,219,"を明らかにする、を見せる","2023-09-09 07:15:46","2024-06-26 14:41:31"
220,1,220,220,"と推定する、を見積もる、を評価する","2023-09-09 07:15:46","2024-06-26 14:42:33"
221,1,221,221,"を反映する、(を)反射する、(を)熟考する","2023-09-09 07:15:46","2024-06-26 14:44:03"
222,1,222,222,"を引きつける","2023-09-09 07:15:46","2024-06-26 14:45:23"
223,1,223,223,"減少する(⇔increase)、〜を減らす","2023-09-09 07:15:46","2024-06-26 14:46:35"
224,1,224,224,"を無視する","2023-09-09 07:15:46","2024-06-26 14:47:35"
225,1,225,225,"(と)合う、に匹敵する、一致する","2023-09-09 07:15:46","2024-06-26 14:48:54"
226,1,226,226,"を定義する、を明確にする","2023-09-09 07:15:46","2024-06-26 14:50:03"
227,1,227,227,"適応する、を(…に)適合させる(to)","2023-09-09 07:15:46","2024-06-26 14:51:48"
228,1,228,228,"貢献する、一因となる、(を)寄付する、(を)寄稿する","2023-09-09 07:15:46","2024-06-26 14:52:51"
229,1,229,229,"(を)交換する、両替する","2023-09-09 07:15:46","2024-06-26 14:53:59"
230,1,230,230,"を展示[陳列]する、を示す、を発揮する、(名)展示品","2023-09-09 07:15:46","2024-06-26 14:55:05"
231,1,231,231,"反応する、答える","2023-09-09 07:15:46","2024-06-26 14:56:37"
232,1,232,232,"を隠す(≒conceal)、隠れる","2023-09-09 07:15:46","2024-06-26 14:57:45"
233,1,233,233,"ではないと思う、を疑う","2023-09-09 07:15:46","2024-06-26 14:58:51"
234,1,234,234,"を取り除く、を解雇する","2023-09-09 07:15:46","2024-06-26 14:59:57"
235,1,235,235,"(ねじなど)を巻く、(道などが)曲がりくねる、巻きつく","2023-09-09 07:15:46","2024-06-26 15:00:51"
236,1,236,236,"を当然のことと思う、と仮定する、(権力など)を手に入れる、(責任など)を引き受ける","2023-09-09 07:15:46","2024-06-26 15:02:07"
237,1,237,237,"くつろぐ、緩む、をくつろがせる、を緩める","2023-09-09 07:15:46","2024-06-26 15:02:52"
238,1,238,238,"を満足させる、(条件など)を満たす","2023-09-09 07:15:46","2024-06-26 15:05:04"
239,1,239,239,"を強く望む","2023-09-09 07:15:46","2024-06-26 15:06:05"
240,1,240,240,"(〜に)成功する(in)、(〜を)継承する(to)","2023-09-09 07:15:46","2024-06-26 15:07:21"
241,1,241,241,"概念、考え、(商品・販売の)コンセプト","2023-09-09 07:15:46","2024-06-26 15:10:06"
242,1,242,242,"流行、ファッション、方法、流儀","2023-09-09 07:15:46","2024-06-26 15:11:15"
243,1,243,243,"装置、機器、方策、デバイス","2023-09-09 07:15:46","2024-06-26 15:12:16"
244,1,244,244,"料金、世話、管理、告発","2023-09-09 07:15:46","2024-06-26 15:13:21"
245,1,245,245,"(…との)対照(with / to)","2023-09-09 07:15:46","2024-06-26 15:15:04"
246,1,246,246,"(職場の)同僚","2023-09-09 07:15:46","2024-06-26 15:16:05"
247,1,247,247,"苦痛、痛み、苦悩、❲~s❳骨折り","2023-09-09 07:15:46","2024-09-06 23:56:47"
248,1,248,248,"請求書、【英】勘定書(≒【米】check)、法案","2023-09-09 07:15:46","2024-06-26 15:19:00"
249,1,249,249,"内容、中身、コンテンツ","2023-09-09 07:15:46","2024-06-26 15:20:00"
250,1,250,250,"部門、部分、地区、欄","2023-09-09 07:15:46","2024-06-26 15:20:55"
251,1,251,251,"(集合的に)聴衆、観客、視聴者","2023-09-09 07:15:46","2024-06-26 15:22:00"
252,1,252,252,"表面、❲the〜❳外見","2023-09-09 07:15:46","2024-06-26 15:23:17"
253,1,253,253,"(しばしば~s)作物、収穫高","2023-09-09 07:15:46","2024-06-28 13:19:56"
254,1,254,254,"話題、トピック、主題","2023-09-09 07:15:46","2024-06-28 13:20:43"
255,1,255,255,"技術、技巧、手法","2023-09-09 07:15:46","2024-06-28 13:21:41"
256,1,256,256,"地位、状態","2023-09-09 07:15:46","2024-06-28 13:22:53"
257,1,257,257,"選択(の自由)、選択肢","2023-09-09 07:15:46","2024-06-28 13:24:06"
258,1,258,258,"報酬、報い","2023-09-09 07:15:46","2024-06-28 13:24:59"
259,1,259,259,"人種、民族、競争","2023-09-09 07:15:46","2024-06-28 13:26:03"
260,1,260,260,"罪、犯罪、違法行為","2023-09-09 07:15:46","2024-06-28 13:27:12"
261,1,261,261,"争い、論争、不一致","2023-09-09 07:15:46","2024-06-28 13:28:29"
262,1,262,262,"闘い、懸命の努力","2023-09-09 07:15:46","2024-06-28 13:29:32"
263,1,263,263,"状況、背景、文脈","2023-09-09 07:15:46","2024-06-28 13:30:33"
264,1,264,264,"討論、論争、討論会","2023-09-09 07:15:46","2024-06-28 13:31:45"
265,1,265,265,"燃料、勢いを増加させるもの","2023-09-09 07:15:46","2024-06-28 13:32:50"
266,1,266,266,"汚染、公害","2023-09-09 07:15:46","2024-06-28 13:33:47"
267,1,267,267,"(〜への)傾向(toward)、流行","2023-09-09 07:15:46","2024-06-28 13:34:57"
268,1,268,268,"均衡、バランス、(体の)平衡、残高","2023-09-09 07:15:46","2024-06-28 13:36:08"
269,1,269,269,"交通、通行、交通[輸送]量、(不正)取引","2023-09-09 07:15:46","2024-06-28 13:37:14"
270,1,270,270,"戦略","2023-09-09 07:15:46","2024-06-28 13:38:40"
271,1,271,271,"基礎、根拠、基準","2023-09-09 07:15:46","2024-06-28 13:39:47"
272,1,272,272,"❲通例~s❳結果、重大性","2023-09-09 07:15:46","2024-06-28 13:40:43"
273,1,273,273,"目的、目標、狙い","2023-09-09 07:15:46","2024-06-28 13:41:31"
274,1,274,274,"祖先(⇔descendant 子孫)、原型","2023-09-09 07:15:46","2024-06-28 13:42:55"
